id,loan_amnt,term,int_rate,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,pub_rec,acc_now_delinq,avg_cur_bal,chargeoff_within_12_mths,delinq_amnt,num_accts_ever_120_pd,num_actv_bc_tl,num_bc_sats,pub_rec_bankruptcies
21131,8000, 36 months,16.20%,C,welder,10+ years,RENT,45000,Not Verified,Fully Paid,debt_consolidation,028xx,RI,4.27,0,0,0,0,1051,0,0,0,5,5,0
21132,3000, 36 months,17.76%,D,HR MANAGER,8 years,RENT,65000,Not Verified,Fully Paid,other,296xx,SC,22.6,0,0,0,0,4391,0,0,0,4,4,0
21133,28000, 36 months,15.10%,C,Manager,4 years,RENT,90000,Source Verified,Fully Paid,debt_consolidation,070xx,NJ,16.16,0,1,0,0,6259,0,0,0,4,6,0
21134,11000, 36 months,15.61%,C,System Analayst,9 years,RENT,80000,Not Verified,Fully Paid,credit_card,112xx,NY,13.77,4,3,0,0,5705,0,0,0,5,6,0
21135,9600, 36 months,8.90%,A,Epidemiologist,3 years,RENT,67300,Verified,Fully Paid,debt_consolidation,029xx,RI,10.9,0,4,0,0,18659,0,0,0,3,4,0
21136,9600, 36 months,9.67%,B,Ride Operations Manager,4 years,OWN,28500,Not Verified,Fully Paid,credit_card,294xx,SC,28.04,0,0,0,0,5899,0,0,0,2,2,0
21137,15000, 60 months,16.20%,C,Social Services Case Manager,10+ years,MORTGAGE,43200,Verified,Fully Paid,debt_consolidation,307xx,GA,25.97,1,0,0,0,8223,0,0,0,4,5,0
21138,15875, 36 months,10.99%,B,Business Analyst,2 years,RENT,53000,Verified,Fully Paid,debt_consolidation,076xx,NJ,25.86,0,0,0,0,5312,0,0,0,5,7,0
21139,18000, 36 months,9.67%,B,VP of Operations,7 years,MORTGAGE,120000,Not Verified,Fully Paid,debt_consolidation,152xx,PA,14.99,0,2,0,0,13608,0,0,0,4,7,0
21140,10000, 60 months,19.20%,D,Investigator,10+ years,MORTGAGE,71000,Verified,Charged Off,debt_consolidation,482xx,MI,30.1,0,1,2,0,4030,0,0,0,5,5,1
21141,8875, 36 months,23.40%,E,driver,7 years,MORTGAGE,73250,Not Verified,Fully Paid,other,852xx,AZ,18.87,0,0,0,0,11274,0,0,0,3,3,0
21142,24000, 36 months,7.90%,A,Sonographer,7 years,RENT,116000,Source Verified,Fully Paid,credit_card,939xx,CA,2.13,2,1,0,0,1056,0,0,0,2,4,0
21143,10000, 36 months,10.99%,B,Mechanic,3 years,RENT,50000,Not Verified,Fully Paid,debt_consolidation,453xx,OH,12.96,1,1,0,0,3194,0,0,0,3,5,0
21144,35000, 60 months,13.67%,B,RN,10+ years,MORTGAGE,85000,Source Verified,Fully Paid,credit_card,297xx,SC,18.77,0,0,0,0,11583,0,0,0,10,14,0
21145,28000, 36 months,6.62%,A,Assistant General Counsel,10+ years,MORTGAGE,196000,Verified,Fully Paid,debt_consolidation,140xx,NY,14.79,0,1,0,0,20373,0,0,0,2,3,0
21146,10000, 36 months,17.76%,D,superintendent,5 years,MORTGAGE,85000,Source Verified,Fully Paid,credit_card,284xx,NC,16.33,0,1,0,0,9030,0,0,0,3,3,0
21147,8000, 36 months,10.99%,B,Project Manager,< 1 year,RENT,93000,Not Verified,Fully Paid,debt_consolidation,112xx,NY,10.16,0,1,0,0,2926,0,0,0,6,6,0
21148,7650, 36 months,10.99%,B,Account Manager ,1 year,RENT,43200,Not Verified,Fully Paid,debt_consolidation,208xx,MD,20.28,0,1,0,0,9615,0,0,0,2,2,0
21149,7000, 36 months,14.30%,C,driver,9 years,RENT,67000,Source Verified,Fully Paid,debt_consolidation,921xx,CA,26.4,0,1,0,0,2889,0,0,1,5,6,0
21150,11700, 36 months,24.50%,F,,n/a,OWN,200000,Verified,Charged Off,other,331xx,FL,16.66,0,0,0,0,13610,0,0,4,3,3,0
21151,20000, 36 months,13.67%,B,Chief Petty Officer,10+ years,MORTGAGE,90000,Source Verified,Fully Paid,debt_consolidation,234xx,VA,24.59,1,1,0,0,18285,0,0,1,4,4,0
21152,11350, 36 months,16.20%,C,full time,10+ years,MORTGAGE,68000,Source Verified,Fully Paid,credit_card,254xx,WV,28.66,2,0,0,1,38311,0,0,0,2,2,0
21153,25000, 60 months,19.52%,D,Professor,10+ years,RENT,95000,Verified,Fully Paid,credit_card,064xx,CT,22.49,0,0,0,0,3678,0,0,1,6,6,0
21154,10000, 36 months,11.99%,B,Maintenance mechanic,10+ years,MORTGAGE,67087,Verified,Fully Paid,debt_consolidation,298xx,SC,9.68,0,0,0,0,16960,0,0,0,3,3,0
21155,12000, 36 months,9.67%,B,GSOC Specialist ,5 years,MORTGAGE,60000,Verified,Fully Paid,debt_consolidation,031xx,NH,32.1,0,0,0,0,11168,0,0,0,4,7,0
21156,12000, 36 months,12.99%,B,field supervisor,10+ years,RENT,60286,Not Verified,Fully Paid,debt_consolidation,112xx,NY,5.63,1,2,0,0,1351,0,0,1,4,5,0
21157,16000, 36 months,10.99%,B,Senior Perl Developer,3 years,MORTGAGE,72000,Not Verified,Fully Paid,debt_consolidation,372xx,TN,14.98,0,2,0,0,7915,0,0,0,2,3,0
21158,16000, 36 months,12.99%,B,Supervisor,2 years,RENT,60000,Verified,Fully Paid,debt_consolidation,930xx,CA,20.4,2,0,0,0,3437,0,0,1,3,4,0
21159,35000, 60 months,19.52%,D,Director,7 years,MORTGAGE,132000,Source Verified,Fully Paid,debt_consolidation,778xx,TX,10.77,0,0,0,0,18501,0,0,1,4,4,0
21160,12000, 60 months,15.10%,C,Teacher,10+ years,MORTGAGE,60000,Source Verified,Fully Paid,debt_consolidation,308xx,GA,12.46,0,0,0,0,6739,0,0,0,4,5,0
21161,5000, 36 months,6.62%,A,Client rep,2 years,OWN,56000,Not Verified,Fully Paid,car,212xx,MD,18.88,0,0,0,0,12833,0,0,0,6,9,0
21162,8125, 36 months,12.99%,B,Senior Agent,4 years,RENT,45000,Source Verified,Fully Paid,debt_consolidation,554xx,MN,16.24,0,0,0,0,3821,0,0,0,4,4,0
21163,3600, 36 months,9.67%,B,Driver,8 years,MORTGAGE,70000,Not Verified,Fully Paid,credit_card,750xx,TX,14,0,1,0,0,13312,0,0,0,6,6,0
21164,16125, 60 months,25.57%,F,Assitant Department Manager,< 1 year,RENT,37000,Verified,Fully Paid,debt_consolidation,917xx,CA,23.68,0,0,0,0,2082,0,0,0,4,4,0
21165,18000, 36 months,14.30%,C,Registered Nurse,3 years,MORTGAGE,125000,Source Verified,Charged Off,debt_consolidation,104xx,NY,14.13,0,6,1,0,10767,0,0,0,4,6,1
21166,15000, 36 months,17.76%,D,Video Production Manager,1 year,RENT,60000,Not Verified,Fully Paid,debt_consolidation,981xx,WA,13.86,0,3,0,0,3360,0,0,0,1,2,0
21167,6475, 36 months,17.10%,C,Teacher,10+ years,OWN,56000,Not Verified,Fully Paid,debt_consolidation,747xx,OK,23.42,0,0,0,0,7933,0,0,0,4,4,0
21168,6000, 36 months,10.99%,B,Program codinator,10+ years,RENT,28000,Not Verified,Fully Paid,credit_card,554xx,MN,11.57,0,0,0,0,1534,0,0,0,2,2,0
21169,5375, 36 months,12.99%,B,sales specialtist,3 years,MORTGAGE,42000,Not Verified,Fully Paid,debt_consolidation,799xx,TX,9.66,0,0,0,0,16861,0,0,0,1,1,0
21170,9600, 36 months,8.90%,A,scientist,5 years,OWN,120000,Not Verified,Fully Paid,debt_consolidation,951xx,CA,1.65,0,1,0,0,884,0,0,2,4,4,0
21171,9500, 36 months,13.67%,B,Shift Manger,4 years,RENT,50000,Not Verified,Fully Paid,debt_consolidation,958xx,CA,13.01,0,2,0,0,1878,0,0,0,2,4,0
21172,22750, 36 months,11.99%,B,Operations Manager,4 years,MORTGAGE,110000,Verified,Fully Paid,car,751xx,TX,15.76,0,1,0,0,8398,0,0,4,11,11,0
21173,15000, 60 months,17.76%,D,Family Service Specialist I,8 years,MORTGAGE,86400,Verified,Charged Off,debt_consolidation,109xx,NY,15.76,0,0,0,0,36504,0,0,2,2,2,0
21174,28000, 36 months,8.90%,A,Learning and Development ,3 years,RENT,85000,Verified,Fully Paid,debt_consolidation,200xx,DC,14.19,1,0,0,0,6155,0,0,0,4,7,0
21175,11500, 60 months,24.99%,F,Client services ,9 years,RENT,62500,Verified,Charged Off,debt_consolidation,113xx,NY,16.99,0,2,0,0,2672,0,0,0,7,7,0
21176,6400, 36 months,10.99%,B,Librarian,10+ years,MORTGAGE,51000,Source Verified,Fully Paid,credit_card,741xx,OK,27.52,0,0,0,0,21307,0,0,0,2,3,0
21177,5000, 36 months,8.90%,A,Health Info Mgmt.,10+ years,OWN,26000,Source Verified,Charged Off,credit_card,453xx,OH,28.95,0,1,0,0,1321,0,0,2,1,2,0
21178,5000, 36 months,11.99%,B,Maintenance,10+ years,MORTGAGE,65000,Not Verified,Fully Paid,debt_consolidation,088xx,NJ,7.22,0,0,0,0,54947,0,0,5,1,1,0
21179,20000, 60 months,21.70%,E,Laborer,3 years,RENT,70000,Verified,Charged Off,debt_consolidation,986xx,WA,32.25,0,1,0,0,8421,0,0,0,1,1,0
21180,8300, 36 months,11.99%,B,,3 years,RENT,85000,Verified,Fully Paid,debt_consolidation,777xx,TX,15.47,0,1,0,0,3006,0,0,1,4,4,0
21181,10000, 36 months,13.67%,B,Assistant Principal,2 years,RENT,94000,Source Verified,Fully Paid,credit_card,830xx,WY,25.39,0,2,1,0,6708,0,0,0,5,6,1
21182,6400, 36 months,14.30%,C,Tier 2 Technician - Coordinator,6 years,OWN,71621,Source Verified,Charged Off,home_improvement,851xx,AZ,9.75,0,4,0,0,820,0,0,2,6,8,0
21183,35000, 60 months,19.52%,D,Agent,6 years,MORTGAGE,140000,Verified,Fully Paid,credit_card,958xx,CA,5.71,0,3,0,0,44295,0,0,0,4,6,0
21184,12000, 60 months,12.99%,B,Pharmacist ,10+ years,MORTGAGE,71000,Source Verified,Fully Paid,credit_card,443xx,OH,4.61,1,0,0,0,1557,0,0,1,4,4,0
21185,7500, 36 months,9.67%,B,RN,1 year,RENT,110000,Verified,Fully Paid,debt_consolidation,951xx,CA,9.6,0,2,0,0,4526,0,0,1,3,6,0
21186,15000, 60 months,17.76%,D,Technician,3 years,MORTGAGE,60000,Verified,Fully Paid,debt_consolidation,025xx,MA,5.32,0,0,0,0,46904,0,0,1,2,2,0
21187,7000, 36 months,12.99%,B,lab technician,8 years,MORTGAGE,55000,Verified,Fully Paid,credit_card,373xx,TN,33.58,0,0,0,0,20313,0,0,0,2,2,0
21188,12000, 36 months,6.62%,A,Supervisor of Residential Services,5 years,MORTGAGE,55000,Source Verified,Fully Paid,debt_consolidation,140xx,NY,15.51,0,0,1,0,4476,0,0,0,2,3,0
21189,18000, 36 months,7.90%,A,2nd Officer,8 years,OWN,150000,Verified,Fully Paid,home_improvement,989xx,WA,1.59,0,0,0,0,1978,0,0,1,1,4,0
21190,35000, 36 months,12.99%,B,Senior Bridge Engineer,10+ years,MORTGAGE,110808,Verified,Fully Paid,credit_card,949xx,CA,6.43,0,0,1,0,49311,0,0,0,3,5,1
21191,25000, 36 months,16.20%,C,Radiologic Technologist,8 years,MORTGAGE,140000,Source Verified,Charged Off,other,778xx,TX,6.15,4,1,0,0,4657,0,0,0,4,5,0
21192,11850, 36 months,16.20%,C,Driver,5 years,MORTGAGE,75500,Source Verified,Fully Paid,debt_consolidation,764xx,TX,18.49,0,0,1,0,17824,0,0,2,5,5,1
21193,7000, 36 months,7.62%,A,Accountant,2 years,MORTGAGE,97500,Not Verified,Fully Paid,credit_card,934xx,CA,6.4,0,1,0,0,18169,0,0,0,7,7,0
21194,10000, 60 months,17.76%,D,Healthcare worker,10+ years,MORTGAGE,40000,Verified,Fully Paid,debt_consolidation,018xx,MA,10.02,0,1,0,0,32016,0,0,0,3,5,0
21195,10500, 36 months,11.99%,B,Deputy Sheriff,5 years,RENT,47000,Not Verified,Fully Paid,credit_card,300xx,GA,18.72,2,0,0,0,3930,0,0,2,5,5,0
21196,15000, 36 months,6.62%,A,sales rep,2 years,MORTGAGE,120000,Source Verified,Fully Paid,debt_consolidation,605xx,IL,18.7,0,2,0,0,32840,0,0,0,6,6,0
21197,10775, 60 months,22.40%,E,SEO Supervisor,10+ years,RENT,67000,Source Verified,Fully Paid,debt_consolidation,900xx,CA,21.51,0,4,0,0,3021,0,0,3,2,3,0
21198,15000, 36 months,7.90%,A,route sales,3 years,MORTGAGE,57000,Not Verified,Fully Paid,debt_consolidation,173xx,PA,6.36,0,2,0,0,29785,0,0,0,4,4,0
21199,10000, 60 months,15.61%,C,Administrative Asst/Database Mgr,6 years,RENT,42000,Verified,Fully Paid,debt_consolidation,951xx,CA,27.11,0,0,0,0,2364,0,0,0,3,3,0
21200,14000, 36 months,8.90%,A,Agency supervisor,2 years,MORTGAGE,110000,Not Verified,Fully Paid,debt_consolidation,601xx,IL,19.6,0,2,0,0,16115,0,0,0,8,10,0
21201,10800, 60 months,18.55%,D,Software Architect,10+ years,MORTGAGE,125000,Verified,Fully Paid,credit_card,327xx,FL,6.33,0,3,0,0,50250,0,0,0,5,5,0
21202,14400, 36 months,11.99%,B,buyer,2 years,MORTGAGE,52000,Verified,Fully Paid,debt_consolidation,330xx,FL,22.29,0,1,0,0,11561,0,0,0,6,7,0
21203,12000, 36 months,13.67%,B,Applecare Advisor,7 years,RENT,67000,Not Verified,Charged Off,debt_consolidation,957xx,CA,15.12,0,0,0,0,1223,0,0,0,5,7,0
21204,8000, 36 months,13.67%,B,Ops/ manager,5 years,OWN,60000,Not Verified,Fully Paid,debt_consolidation,330xx,FL,12.7,1,0,1,0,5310,0,0,1,3,3,1
21205,21000, 60 months,10.99%,B,Senior System Engineer,10+ years,MORTGAGE,127000,Verified,Fully Paid,debt_consolidation,207xx,MD,14.15,0,0,0,0,28224,0,0,0,3,4,0
21206,8450, 36 months,17.10%,C,Food and Nutrition Services Assist. 2,2 years,RENT,32000,Not Verified,Fully Paid,debt_consolidation,958xx,CA,14.29,1,2,1,0,968,0,0,0,3,2,1
21207,7200, 60 months,18.55%,D,,4 years,MORTGAGE,65000,Source Verified,Fully Paid,major_purchase,722xx,AR,15.73,0,0,0,0,17152,0,0,11,1,2,0
21208,16500, 36 months,9.67%,B,Management and Program Analyst,5 years,RENT,128600,Not Verified,Fully Paid,debt_consolidation,303xx,GA,24.75,0,2,0,0,28064,0,0,0,4,5,0
21209,24575, 60 months,25.57%,F,REGISTERED NURSE,1 year,RENT,56000,Source Verified,Fully Paid,debt_consolidation,065xx,CT,24.6,5,2,0,0,3281,0,0,1,4,4,0
21210,12000, 60 months,17.10%,C,National promotion ,10+ years,MORTGAGE,125000,Verified,Fully Paid,debt_consolidation,303xx,GA,26.02,0,1,0,0,9940,0,0,0,5,6,0
21211,8400, 36 months,10.99%,B,Silicon Validation Engineer,2 years,RENT,75000,Verified,Fully Paid,debt_consolidation,787xx,TX,23.17,1,0,0,0,28244,0,0,0,4,6,0
21212,31300, 36 months,18.55%,D,SFC,10+ years,RENT,70000,Verified,Fully Paid,debt_consolidation,211xx,MD,26.2,0,1,0,0,4473,0,0,0,6,8,0
21213,5600, 36 months,9.67%,B,Unit Supervisor,10+ years,MORTGAGE,140000,Verified,Fully Paid,major_purchase,434xx,OH,22.4,0,3,0,0,25242,0,0,0,6,7,0
21214,1200, 36 months,20.20%,D,Adjunct Professor,6 years,RENT,30000,Source Verified,Fully Paid,moving,900xx,CA,9.8,0,0,0,0,4703,0,0,0,3,5,0
21215,13500, 36 months,8.90%,A,Pharmacy Technician II,8 years,RENT,49000,Not Verified,Fully Paid,credit_card,917xx,CA,25.11,0,1,0,0,4117,0,0,0,5,7,0
21216,15000, 36 months,11.99%,B,Claims adjuster,10+ years,RENT,60000,Verified,Fully Paid,debt_consolidation,112xx,NY,12.22,0,0,0,0,2107,0,0,0,5,5,0
21217,25000, 36 months,19.52%,D,Quality Assurance Manager,5 years,MORTGAGE,127000,Source Verified,Fully Paid,debt_consolidation,221xx,VA,7.72,0,1,0,0,55384,0,0,0,4,4,0
21218,27250, 36 months,7.90%,A,Dean,6 years,MORTGAGE,170000,Source Verified,Fully Paid,credit_card,305xx,GA,10.74,0,0,0,0,29313,0,0,0,4,4,0
21219,17600, 36 months,11.99%,B,technician,2 years,RENT,55000,Not Verified,Fully Paid,credit_card,280xx,NC,20.99,0,0,0,0,5305,0,0,0,3,3,0
21220,17600, 36 months,9.67%,B,Deputy Sheriff,6 years,MORTGAGE,80000,Verified,Fully Paid,debt_consolidation,908xx,CA,17.81,2,0,0,0,19104,0,0,0,6,7,0
21221,24250, 60 months,25.99%,G,,n/a,OWN,54324,Verified,Charged Off,debt_consolidation,852xx,AZ,20.19,0,1,0,0,13502,0,0,0,7,7,0
21222,20000, 36 months,6.62%,A,Social Worker,4 years,MORTGAGE,60000,Source Verified,Fully Paid,credit_card,330xx,FL,14.2,1,0,0,0,11942,0,0,0,4,5,0
21223,10000, 36 months,14.30%,C,ED Tech,9 years,OWN,32000,Not Verified,Fully Paid,debt_consolidation,996xx,AK,20.52,0,1,0,0,2765,0,0,0,2,5,0
21224,5500, 36 months,16.20%,C,Front Desk Receptionist,5 years,RENT,32000,Not Verified,Fully Paid,debt_consolidation,060xx,CT,11.33,0,0,0,0,1198,0,0,0,3,3,0
21225,16000, 36 months,12.99%,B,office manager/administrative assistant,2 years,RENT,42000,Not Verified,Fully Paid,credit_card,088xx,NJ,28.03,1,0,0,0,2548,0,0,0,3,3,0
21226,35000, 36 months,23.70%,F,Funeral Director,10+ years,MORTGAGE,120000,Source Verified,Charged Off,debt_consolidation,653xx,MO,21.76,0,2,0,0,23847,0,0,0,10,10,0
21227,18000, 60 months,16.20%,C,Detention Officer,3 years,MORTGAGE,40000,Verified,Charged Off,debt_consolidation,799xx,TX,17.76,0,0,0,0,10414,0,0,1,4,4,0
21228,20000, 36 months,12.99%,B,professor,10+ years,RENT,200000,Verified,Fully Paid,debt_consolidation,100xx,NY,5.44,1,0,0,0,7342,0,0,0,5,6,0
21229,18250, 60 months,15.61%,C,Field Supervisor,10+ years,RENT,42000,Source Verified,Fully Paid,credit_card,772xx,TX,28.49,0,0,0,0,1580,0,0,0,13,14,0
21230,16000, 36 months,8.90%,A,Bakery Manager,10+ years,MORTGAGE,60000,Not Verified,Fully Paid,home_improvement,220xx,VA,3.9,0,0,0,0,14711,0,0,0,3,6,0
21231,5000, 36 months,13.67%,B,Sr. Producer,2 years,OWN,107000,Source Verified,Fully Paid,home_improvement,900xx,CA,16.02,0,1,0,0,9814,0,0,7,6,6,0
21232,20000, 60 months,24.99%,F,clerk,10+ years,MORTGAGE,68000,Verified,Fully Paid,debt_consolidation,448xx,OH,12.18,0,1,1,0,10107,0,0,0,5,6,1
21233,19425, 36 months,13.67%,B,MLO,< 1 year,OWN,80000,Source Verified,Fully Paid,debt_consolidation,913xx,CA,11.21,0,1,0,0,1675,0,0,0,6,6,0
21234,30000, 60 months,23.40%,E,air traffic controller,10+ years,MORTGAGE,129000,Source Verified,Charged Off,debt_consolidation,925xx,CA,11.38,0,3,0,0,29689,0,0,0,6,8,0
21235,35000, 60 months,15.61%,C,Physical Therapist,10+ years,MORTGAGE,85000,Source Verified,Fully Paid,credit_card,435xx,OH,19.13,0,0,0,0,25163,0,0,0,3,4,0
21236,1200, 36 months,19.20%,D,Area Coordinator,10+ years,MORTGAGE,50877,Not Verified,Fully Paid,medical,285xx,NC,10.47,0,2,0,0,4540,0,0,0,1,1,0
21237,14300, 36 months,24.50%,F,formulator,7 years,MORTGAGE,37000,Not Verified,Charged Off,other,853xx,AZ,19.59,0,0,0,0,4646,0,0,0,2,2,0
21238,1800, 36 months,21.70%,E,service worket,7 years,RENT,29000,Verified,Charged Off,vacation,331xx,FL,22.31,0,1,0,0,7608,0,0,0,2,2,0
21239,10000, 36 months,9.67%,B,Teaching Parent Coordinator,10+ years,RENT,43500,Not Verified,Fully Paid,credit_card,229xx,VA,17.85,0,1,0,0,5262,0,0,1,0,0,0
21240,15575, 60 months,21.00%,E,technecian,4 years,RENT,58000,Verified,Fully Paid,debt_consolidation,088xx,NJ,5.38,0,0,0,0,1727,0,0,0,3,3,0
21241,18400, 60 months,15.61%,C,Sr. Lead Princiap,< 1 year,RENT,166000,Verified,Fully Paid,debt_consolidation,220xx,VA,16.61,0,0,0,0,26559,0,0,0,6,11,0
21242,30000, 36 months,17.76%,D,Fire safety director,6 years,RENT,84000,Verified,Charged Off,debt_consolidation,112xx,NY,17.14,0,0,0,0,3631,0,0,0,6,7,0
21243,10000, 36 months,16.20%,C,Teacher,10+ years,OWN,48000,Verified,Fully Paid,debt_consolidation,902xx,CA,29.98,2,1,0,0,20891,0,0,3,4,4,0
21244,20000, 36 months,7.62%,A,Ultrasound technologist,10+ years,OWN,64000,Source Verified,Fully Paid,credit_card,117xx,NY,23.63,0,1,0,0,3106,0,0,0,10,11,0
21245,25000, 36 months,7.90%,A,"Director, Disease Control",10+ years,MORTGAGE,105000,Verified,Fully Paid,debt_consolidation,925xx,CA,10.23,5,0,0,0,29011,0,0,0,5,5,0
21246,13500, 60 months,19.52%,D,piping designer,3 years,OWN,57000,Verified,Fully Paid,credit_card,790xx,TX,19.64,0,1,0,0,3285,0,0,0,3,4,0
21247,22000, 36 months,13.67%,B,Administrative Analyst,< 1 year,OWN,50212.8,Verified,Fully Paid,debt_consolidation,961xx,CA,16.78,0,0,0,0,2004,0,0,1,2,2,0
21248,6000, 36 months,10.99%,B,Office Coordinator,7 years,MORTGAGE,31000,Not Verified,Fully Paid,home_improvement,856xx,AZ,6.43,0,0,0,0,23784,0,0,1,1,2,0
21249,15000, 36 months,11.99%,B,Recruiter,7 years,MORTGAGE,72000,Source Verified,Fully Paid,debt_consolidation,939xx,CA,32.85,1,1,0,0,6017,0,0,0,3,7,0
21250,10000, 36 months,19.52%,D,sr. pca (resolution expert),6 years,RENT,50000,Verified,Fully Paid,debt_consolidation,890xx,NV,3.74,0,2,1,0,553,0,0,0,4,5,1
21251,30000, 36 months,15.10%,C,Teacher,5 years,MORTGAGE,91000,Verified,Fully Paid,debt_consolidation,933xx,CA,13.29,0,4,0,0,20892,0,0,0,4,7,0
21252,25000, 36 months,11.99%,B,school nurse,8 years,MORTGAGE,89000,Source Verified,Fully Paid,credit_card,070xx,NJ,9.68,0,2,0,0,24982,0,0,1,3,4,0
21253,5000, 36 months,8.90%,A,SOCIAL SERVICES MANAGER,10+ years,RENT,70000,Not Verified,Charged Off,debt_consolidation,906xx,CA,22.53,0,0,0,0,3608,0,0,0,2,2,0
21254,10000, 60 months,15.61%,C,Educator,8 years,RENT,45000,Verified,Fully Paid,debt_consolidation,339xx,FL,29.76,0,0,0,0,3174,0,0,0,4,5,0
21255,20000, 36 months,10.99%,B,Industrial Training Supervisor,10+ years,OWN,60000,Verified,Fully Paid,debt_consolidation,130xx,NY,18.16,0,0,0,0,4341,0,0,0,6,6,0
21256,15000, 36 months,17.76%,D,Truck Driver,4 years,MORTGAGE,60000,Source Verified,Fully Paid,debt_consolidation,577xx,SD,30.38,1,3,0,0,10018,0,0,0,1,1,0
21257,11500, 36 months,18.55%,D,security officer,5 years,RENT,35000,Not Verified,Charged Off,credit_card,951xx,CA,27.74,0,0,1,0,3173,0,0,0,5,5,1
21258,25000, 60 months,17.76%,D,District Administrative Supervisor,2 years,MORTGAGE,105000,Source Verified,Charged Off,debt_consolidation,797xx,TX,16.32,1,1,0,0,11234,0,0,0,5,6,0
21259,8000, 36 months,7.62%,A,E-5 Staff Sergeant,10+ years,RENT,50000,Source Verified,Fully Paid,credit_card,890xx,NV,17.02,1,0,0,0,33130,0,0,0,2,3,0
21260,10000, 60 months,19.52%,D,,n/a,RENT,32000,Verified,Charged Off,debt_consolidation,953xx,CA,21.12,0,0,0,0,1847,0,0,2,3,4,0
21261,7500, 36 months,12.99%,B,Electrician,1 year,RENT,75000,Source Verified,Fully Paid,debt_consolidation,117xx,NY,24.65,0,3,0,0,6824,0,0,0,2,2,0
21262,9600, 36 months,11.99%,B,Compliance Analyst,10+ years,RENT,56000,Verified,Fully Paid,debt_consolidation,949xx,CA,32.05,0,2,0,0,6663,0,0,0,4,5,0
21263,18000, 60 months,17.10%,C,bookkeeper,3 years,MORTGAGE,45000,Verified,Fully Paid,debt_consolidation,791xx,TX,32.24,0,2,0,0,6949,0,0,0,4,5,0
21264,16000, 60 months,15.61%,C,Senior Combat Advisor,10+ years,RENT,67000,Verified,Fully Paid,debt_consolidation,706xx,LA,16.19,0,1,0,0,5359,0,0,2,2,4,0
21265,5600, 36 months,19.52%,D,Researcher,10+ years,RENT,72000,Verified,Fully Paid,major_purchase,900xx,CA,15.28,0,1,0,0,2614,0,0,0,4,4,0
21266,12000, 36 months,12.99%,B,Lead Teacher,6 years,OWN,60000,Source Verified,Fully Paid,debt_consolidation,922xx,CA,30.42,0,0,0,0,2115,0,0,0,4,4,0
21267,9000, 36 months,11.99%,B,Manager,8 years,MORTGAGE,72000,Verified,Fully Paid,credit_card,067xx,CT,24.35,0,3,0,0,32601,0,0,1,1,1,0
21268,18000, 36 months,7.90%,A,Service Provider,10+ years,MORTGAGE,95000,Not Verified,Fully Paid,debt_consolidation,762xx,TX,12.18,0,1,0,0,13004,0,0,0,7,10,0
21269,10000, 36 months,17.10%,C,Case Manager,10+ years,RENT,52000,Verified,Fully Paid,debt_consolidation,973xx,OR,24.07,0,2,3,0,4930,0,0,0,3,3,1
21270,20500, 60 months,15.10%,C,,n/a,RENT,46000,Verified,Charged Off,credit_card,801xx,CO,20.71,0,1,0,0,2366,0,0,0,6,11,0
21271,14500, 36 months,6.62%,A,Assistant Manager Corporate Accounting,2 years,MORTGAGE,80000,Verified,Fully Paid,debt_consolidation,233xx,VA,28.55,0,1,0,0,42389,0,0,0,3,3,0
21272,12000, 36 months,7.90%,A,,9 years,MORTGAGE,56000,Verified,Fully Paid,credit_card,853xx,AZ,26.94,0,1,0,0,16418,0,0,5,3,6,0
21273,10000, 60 months,19.52%,D,Systems engineer,10+ years,MORTGAGE,91000,Source Verified,Charged Off,major_purchase,278xx,NC,11.05,0,1,0,0,15424,0,0,0,5,5,0
21274,10000, 36 months,16.20%,C,HVAC Service Tech,10+ years,MORTGAGE,61000,Verified,Fully Paid,credit_card,590xx,MT,30.08,0,0,0,0,11708,0,0,0,4,4,0
21275,16000, 36 months,9.67%,B,Manager,9 years,RENT,180000,Not Verified,Fully Paid,credit_card,601xx,IL,13.87,0,0,0,0,4010,0,0,0,7,8,0
21276,8800, 36 months,7.90%,A,Systems Administrator,10+ years,MORTGAGE,57000,Not Verified,Fully Paid,credit_card,618xx,IL,10.27,0,0,0,0,8958,0,0,0,5,5,0
21277,6400, 36 months,6.03%,A,Registered Nurse,2 years,RENT,60000,Verified,Fully Paid,credit_card,209xx,MD,21.54,0,0,0,0,14073,0,0,0,2,4,0
21278,15000, 36 months,15.61%,C,Human Resource,10+ years,RENT,65000,Not Verified,Fully Paid,debt_consolidation,207xx,MD,9.12,5,0,0,0,3771,0,0,8,0,1,0
21279,24000, 60 months,18.55%,D,Owner,10+ years,RENT,80000,Source Verified,Charged Off,credit_card,068xx,CT,25.43,0,1,0,0,5021,0,0,0,11,11,0
21280,5000, 36 months,14.30%,C,Electrician,10+ years,OWN,55000,Not Verified,Fully Paid,home_improvement,786xx,TX,18.39,1,0,0,0,6197,0,0,1,1,3,0
21281,20000, 36 months,12.99%,B,Manager,7 years,MORTGAGE,75000,Verified,Charged Off,debt_consolidation,082xx,NJ,25.57,0,1,0,0,18334,0,0,0,5,5,0
